adsh,cik,gvkey,form,filed,co_conm,will,shall,going_to,expect_to,expected_to,expecting_to
0000065011-12-000012,65011,7260,10-Q,20120124,MEREDITH CORP,784.0,47.0,0.0,0.0,0.0,0.0
0000065100-12-000006,65100,7267,10-K,20120224,MERRILL LYNCH & CO INC,722.0,0.0,0.0,0.0,0.0,0.0
0000065984-12-000067,65984,7366,10-K,20120228,ENTERGY CORP,2389.0,173.0,0.0,0.0,0.0,0.0
0000070858-12-000155,70858,7647,10-K,20120223,BANK OF AMERICA CORP,2820.0,445.0,0.0,0.0,0.0,0.0
0000071691-12-000003,71691,7866,10-K,20120223,NEW YORK TIMES CO  -CL A,2312.0,260.0,0.0,0.0,0.0,0.0
0000072741-12-000020,72741,7970,10-K,20120224,EVERSOURCE ENERGY,1441.0,46.0,0.0,0.0,0.0,0.0
0000078239-12-000024,78239,8551,10-K,20120328,PVH CORP,1881.0,2.0,0.0,0.0,0.0,0.0
0000079958-12-000007,79958,8717,10-Q,20120210,PRECISION CASTPARTS CORP,968.0,0.0,0.0,0.0,0.0,0.0
0000080424-12-000015,80424,8762,10-Q,20120127,PROCTER & GAMBLE CO,886.0,198.0,0.0,0.0,0.0,0.0
0000085408-12-000003,85408,9258,10-K,20120228,ROWAN COMPANIES PLC,690.0,107.0,0.0,0.0,0.0,0.0
0000086144-12-000006,86144,9359,10-K,20120227,SAFEWAY INC,1526.0,3.0,0.0,0.0,0.0,0.0
0000092122-12-000016,92122,9850,10-K,20120224,SOUTHERN CO,1936.0,21.0,0.0,0.0,0.0,0.0
0000096223-12-000009,96223,6682,10-K,20120227,JEFFERIES FINANCIAL GRP INC,1591.0,4.0,0.0,0.0,0.0,0.0
0000096289-12-000009,96289,10332,10-K,20120221,RS LEGACY CORP,1256.0,370.0,0.0,0.0,0.0,0.0
0000097216-12-000047,97216,7991,10-K,20120229,TEREX CORP,2144.0,43.0,0.0,0.0,0.0,0.0
0000097476-12-000010,97476,10499,10-K,20120224,TEXAS INSTRUMENTS INC,1720.0,996.0,0.0,0.0,0.0,0.0
0000097745-12-000010,97745,10530,10-K,20120229,THERMO FISHER SCIENTIFIC INC,1730.0,5.0,0.0,0.0,0.0,0.0
0000101830-12-000015,101830,10984,10-K,20120227,SPRINT CORP,1536.0,672.0,0.0,0.0,0.0,0.0
0000104889-12-000006,104889,11300,10-K,20120229,GRAHAM HOLDINGS CO,2699.0,78.0,0.0,0.0,0.0,0.0
0000106535-12-000016,106535,11456,10-K,20120222,WEYERHAEUSER CO,1242.0,757.0,0.0,0.0,0.0,0.0
0000106640-12-000006,106640,11465,10-K,20120222,WHIRLPOOL CORP,1512.0,8.0,0.0,0.0,0.0,0.0
0000107815-12-000039,783325,11550,10-K,20120228,WEC ENERGY GROUP INC,956.0,285.0,0.0,0.0,0.0,0.0
0000277135-12-000008,277135,5256,10-K,20120228,GRAINGER (W W) INC,1493.0,36.0,0.0,0.0,0.0,0.0
0000277948-12-000014,277948,2574,10-K,20120221,CSX CORP,823.0,0.0,0.0,0.0,0.0,0.0
0000310764-12-000031,310764,10115,10-K,20120213,STRYKER CORP,1391.0,49.0,0.0,0.0,0.0,0.0
0000314808-12-000020,314808,2270,10-K,20120224,VALARIS PLC,1570.0,20.0,0.0,0.0,0.0,0.0
0000319201-12-000003,319201,6304,10-Q,20120127,KLA CORP,920.0,215.0,0.0,0.0,0.0,0.0
0000350698-12-000016,350698,9063,10-K,20120213,AUTONATION INC,1930.0,16.0,0.0,0.0,0.0,0.0
0000354908-12-000003,354908,28477,10-K,20120229,FLIR SYSTEMS INC,1521.0,94.0,0.0,0.0,0.0,0.0
0000354950-12-000003,354950,5680,10-K,20120322,HOME DEPOT INC,645.0,0.0,0.0,0.0,0.0,0.0
0000701985-12-000021,701985,6733,10-K,20120323,L BRANDS INC,1609.0,419.0,0.0,0.0,0.0,0.0
0000702165-12-000043,702165,7923,10-K,20120215,NORFOLK SOUTHERN CORP,653.0,220.0,0.0,0.0,0.0,0.0
0000704051-12-000016,704051,6653,10-Q,20120207,LEGG MASON INC,1278.0,2.0,0.0,0.0,0.0,0.0
0000720005-12-000013,720005,8898,10-Q,20120208,RAYMOND JAMES FINANCIAL CORP,783.0,48.0,0.0,0.0,0.0,0.0
0000723125-12-000007,723125,7343,10-Q,20120110,MICRON TECHNOLOGY INC,394.0,0.0,0.0,0.0,0.0,0.0
0000731766-12-000009,731766,10903,10-K,20120209,UNITEDHEALTH GROUP INC,1659.0,0.0,0.0,0.0,0.0,0.0
0000732717-12-000025,732717,9899,10-K,20120224,AT&T INC,2252.0,3589.0,0.0,0.0,0.0,0.0
0000746515-12-000006,746515,4494,10-K,20120228,EXPEDITORS INTL WASH INC,534.0,2.0,0.0,0.0,0.0,0.0
0000750556-12-000053,750556,10187,10-K,20120224,SUNTRUST BANKS INC,3056.0,728.0,0.0,0.0,0.0,0.0
0000751652-12-000007,751652,8873,10-K,20120224,QUESTAR CORP,675.0,84.0,0.0,0.0,0.0,0.0
0000753308-12-000025,753308,4517,10-K,20120228,NEXTERA ENERGY INC,1092.0,6.0,0.0,0.0,0.0,0.0
0000764478-12-000002,764478,2184,10-Q,20120103,BEST BUY CO INC,1315.0,3.0,0.0,0.0,0.0,0.0
0000766421-12-000018,766421,1230,10-K,20120221,ALASKA AIR GROUP INC,771.0,0.0,0.0,0.0,0.0,0.0
0000768251-12-000013,768251,14324,10-K,20120217,ALTERA CORP,600.0,47.0,0.0,0.0,0.0,0.0
0000768835-12-000045,768835,12123,10-K,20120326,BIG LOTS INC,1202.0,0.0,0.0,0.0,0.0,0.0
0000769397-12-000005,769397,1878,10-K,20120315,AUTODESK INC,1821.0,7.0,0.0,0.0,0.0,0.0
0000779152-12-000011,779152,11811,10-Q,20120206,HENRY (JACK) & ASSOCIATES,304.0,0.0,0.0,0.0,0.0,0.0
0000783280-12-000004,783280,13510,10-K,20120224,DUKE REALTY CORP,553.0,625.0,0.0,0.0,0.0,0.0
0000791519-12-000003,791519,15521,10-K,20120229,STAPLES INC,1369.0,56.0,0.0,0.0,0.0,0.0
0000791907-12-000007,791907,12216,10-Q,20120202,LINEAR TECHNOLOGY CORP,645.0,0.0,0.0,0.0,0.0,0.0
0000794323-12-000003,794323,13440,10-K,20120228,LEVEL 3 COMMUNICATIONS INC,1796.0,47.0,0.0,0.0,0.0,0.0
0000794367-12-000096,794367,4611,10-K,20120328,MACY'S INC,1464.0,135.0,0.0,0.0,0.0,0.0
0000796343-12-000003,796343,12540,10-K,20120126,ADOBE INC,1745.0,208.0,0.0,0.0,0.0,0.0
0000796343-12-000013,796343,12540,10-Q,20120330,ADOBE INC,667.0,0.0,0.0,0.0,0.0,0.0
0000797468-12-000016,797468,8068,10-K,20120223,OCCIDENTAL PETROLEUM CORP,830.0,20.0,0.0,0.0,0.0,0.0
0000804212-12-000005,804212,12950,10-Q,20120208,AIRGAS INC,1257.0,0.0,0.0,0.0,0.0,0.0
0000814453-12-000054,814453,7875,10-K,20120229,NEWELL BRANDS INC,2104.0,1.0,0.0,0.0,0.0,0.0
0000821189-12-000014,821189,16478,10-K,20120224,EOG RESOURCES INC,626.0,67.0,0.0,0.0,0.0,0.0
0000822416-12-000010,822416,8823,10-K,20120209,PULTEGROUP INC,1727.0,73.0,0.0,0.0,0.0,0.0
0000827052-12-000013,827052,9846,10-K,20120229,EDISON INTERNATIONAL,1964.0,217.0,0.0,0.0,0.0,0.0
0000827054-12-000035,827054,27965,10-Q,20120206,MICROCHIP TECHNOLOGY INC,481.0,134.0,0.0,0.0,0.0,0.0
0000831259-12-000014,831259,14590,10-K,20120227,FREEPORT-MCMORAN INC,1013.0,148.0,0.0,0.0,0.0,0.0
0000849213-12-000007,849213,15709,10-K,20120224,PLUM CREEK TIMBER CO INC,1047.0,3.0,0.0,0.0,0.0,0.0
0000850693-12-000003,850693,15708,10-K,20120228,ALLERGAN INC,1799.0,242.0,0.0,0.0,0.0,0.0
0000874016-12-000017,874016,24032,10-K,20120221,JONES GROUP INC,3790.0,85.0,0.0,0.0,0.0,0.0
0000877890-12-000019,877890,61676,10-K,20120223,CITRIX SYSTEMS INC,1384.0,70.0,0.0,0.0,0.0,0.0
0000882835-12-000013,882835,24925,10-K,20120224,ROPER TECHNOLOGIES INC,1226.0,24.0,0.0,0.0,0.0,0.0
0000885725-12-000006,885725,25279,10-K,20120217,BOSTON SCIENTIFIC CORP,3131.0,625.0,0.0,0.0,0.0,0.0
0000891092-12-001312,1171825,149738,10-K,20120229,CIT GROUP INC,2481.0,4.0,0.0,0.0,0.0,0.0
0000896878-12-000048,896878,27928,10-Q,20120229,INTUIT INC,536.0,722.0,0.0,0.0,0.0,0.0
0000897101-12-000354,203077,9372,10-K,20120229,ST JUDE MEDICAL INC,1392.0,0.0,0.0,0.0,0.0,0.0
0000899689-12-000004,899689,11220,10-K,20120227,VORNADO REALTY TRUST,837.0,21.0,0.0,0.0,0.0,0.0
0000906107-12-000004,906107,28733,10-K,20120224,EQUITY RESIDENTIAL,1114.0,107.0,0.0,0.0,0.0,0.0
0000908255-12-000008,908255,28742,10-K,20120214,BORGWARNER INC,2003.0,1.0,0.0,0.0,0.0,0.0
0000910606-12-000004,910606,29099,10-K,20120229,REGENCY CENTERS CORP,900.0,728.0,0.0,0.0,0.0,0.0
0000914208-12-000332,914208,29804,10-K,20120224,INVESCO LTD,2145.0,335.0,0.0,0.0,0.0,0.0
0000915389-12-000031,915389,29392,10-K,20120222,EASTMAN CHEMICAL CO,1724.0,81.0,0.0,0.0,0.0,0.0
0000916365-12-000017,916365,29736,10-K,20120229,TRACTOR SUPPLY CO,703.0,138.0,0.0,0.0,0.0,0.0
0000918160-12-000013,918160,29968,10-K,20120227,AK STEEL HOLDING CORP,1332.0,3.0,0.0,0.0,0.0,0.0
0000920148-12-000039,920148,14960,10-K,20120224,LABORATORY CP OF AMER HLDGS,1395.0,709.0,0.0,0.0,0.0,0.0
0000922224-12-000023,922224,8455,10-K,20120228,PPL CORP,3512.0,84.0,0.0,0.0,0.0,0.0
0000929887-12-000003,929887,31122,10-Q,20120105,APOLLO EDUCATION GROUP INC,1168.0,8.0,0.0,0.0,0.0,0.0
0000929887-12-000010,929887,31122,10-Q,20120326,APOLLO EDUCATION GROUP INC,1177.0,126.0,0.0,0.0,0.0,0.0
0000930413-12-000949,1022079,64166,10-K,20120216,QUEST DIAGNOSTICS INC,1467.0,77.0,0.0,0.0,0.0,0.0
0000930413-12-000976,773840,1300,10-K,20120217,HONEYWELL INTERNATIONAL INC,1697.0,36.0,0.0,0.0,0.0,0.0
0000930413-12-001031,749251,12441,10-K,20120223,GARTNER INC,1258.0,0.0,0.0,0.0,0.0,0.0
0000930413-12-001035,78814,8606,10-K,20120223,PITNEY BOWES INC,1759.0,0.0,0.0,0.0,0.0,0.0
0000930413-12-001121,875159,24318,10-K,20120227,XL GROUP LTD,2318.0,96.0,0.0,0.0,0.0,0.0
0000930413-12-001162,36966,4737,10-K,20120228,FIRST HORIZON NATIONAL CORP,2668.0,5.0,0.0,0.0,0.0,0.0
0000934612-12-000010,934612,2490,10-K,20120227,BURLINGTON NORTHERN SANTA FE,365.0,1.0,0.0,0.0,0.0,0.0
0000936340-12-000004,936340,3897,10-K,20120216,DTE ENERGY CO,1766.0,6.0,0.0,0.0,0.0,0.0
0000936395-12-000028,936395,64356,10-Q,20120308,CIENA CORP,513.0,5.0,0.0,0.0,0.0,0.0
0000940944-12-000002,940944,31846,10-Q,20120103,DARDEN RESTAURANTS INC,562.0,0.0,0.0,0.0,0.0,0.0
0000941548-12-000005,941548,60894,10-K,20120228,CAMERON INTERNATIONAL CORP,1631.0,315.0,0.0,0.0,0.0,0.0
0000945436-12-000008,945436,60992,10-K,20120229,SUNEDISON INC,2672.0,15.0,0.0,0.0,0.0,0.0
0000945764-12-000013,945764,20653,10-K,20120228,DENBURY RESOURCES INC,1432.0,153.0,0.0,0.0,0.0,0.0
0000950123-12-001963,835729,14650,10-Q,20120202,BMC SOFTWARE INC,428.0,17.0,0.0,0.0,0.0,0.0
0000950123-12-002512,42582,5234,10-K,20120214,GOODYEAR TIRE & RUBBER CO,1953.0,142.0,0.0,0.0,0.0,0.0
0000950123-12-002707,766704,5543,10-K,20120217,WELLTOWER INC,443.0,12.0,0.0,0.0,0.0,0.0
0000950123-12-002878,1170650,7186,10-K,20120221,MEDCO HEALTH SOLUTIONS INC,1656.0,650.0,0.0,0.0,0.0,0.0
0000950123-12-002976,93410,2991,10-K,20120223,CHEVRON CORP,1148.0,18.0,0.0,0.0,0.0,0.0
0000950123-12-003120,874766,61739,10-K,20120224,HARTFORD FINANCIAL SERVICES,2650.0,651.0,0.0,0.0,0.0,0.0
0000950123-12-003185,74208,10894,10-K,20120227,UDR INC,947.0,89.0,0.0,0.0,0.0,0.0
0000950123-12-003293,1458891,11925,10-K,20120227,NOBLE CORP PLC,875.0,132.0,0.0,0.0,0.0,0.0
0000950123-12-003346,20171,3024,10-K,20120227,CHUBB CORP,942.0,5.0,0.0,0.0,0.0,0.0
0000950123-12-004305,1300514,161844,10-K,20120229,LAS VEGAS SANDS CORP,1254.0,323.0,0.0,0.0,0.0,0.0
0000950123-12-004309,1140536,144009,10-K,20120229,WILLIS TOWERS WATSON PLC,3642.0,137.0,0.0,0.0,0.0,0.0
0000950123-12-004632,832428,14535,10-K,20120307,EW SCRIPPS  -CL A,563.0,0.0,0.0,0.0,0.0,0.0
0001000180-12-000012,1000180,61513,10-K,20120223,SANDISK CORP,1464.0,30.0,0.0,0.0,0.0,0.0
0001000228-12-000009,1000228,61494,10-K,20120215,HENRY SCHEIN INC,1304.0,23.0,0.0,0.0,0.0,0.0
0001004155-12-000017,1004155,1837,10-K,20120222,SOUTHERN CO GAS,1432.0,22.0,0.0,0.0,0.0,0.0
0001026214-12-000039,1026214,15208,10-K,20120309,FEDERAL HOME LOAN MORTG CORP,1344.0,356.0,0.0,0.0,0.0,0.0
0001031296-12-000012,1031296,8099,10-K,20120228,FIRSTENERGY CORP,2249.0,246.0,0.0,0.0,0.0,0.0
0001035002-12-000008,1035002,15247,10-K,20120224,VALERO ENERGY CORP,1224.0,1089.0,0.0,0.0,0.0,0.0
0001037646-12-000011,1037646,65772,10-K,20120213,METTLER-TOLEDO INTL INC,1415.0,7.0,0.0,0.0,0.0,0.0
0001039684-12-000027,1039684,8151,10-K,20120221,ONEOK INC,1408.0,191.0,0.0,0.0,0.0,0.0
0001041061-12-000005,1041061,65417,10-K,20120221,YUM BRANDS INC,2126.0,65.0,0.0,0.0,0.0,0.0
0001043604-12-000006,1043604,121718,10-K,20120224,JUNIPER NETWORKS INC,1726.0,300.0,0.0,0.0,0.0,0.0
0001045810-12-000013,1045810,117768,10-K,20120313,NVIDIA CORP,1334.0,10.0,0.0,0.0,0.0,0.0
0001047122-12-000044,1047122,8972,10-K,20120222,RAYTHEON CO,1451.0,0.0,0.0,0.0,0.0,0.0
0001047469-12-000427,1385157,177267,10-Q,20120127,TE CONNECTIVITY LTD,1757.0,225.0,0.0,0.0,0.0,0.0
0001047469-12-000495,833444,6268,10-Q,20120131,JOHNSON CONTROLS INTL PLC,2930.0,0.0,0.0,0.0,0.0,0.0
0001047469-12-000587,946581,64630,10-Q,20120203,TAKE-TWO INTERACTIVE SFTWR,501.0,54.0,0.0,0.0,0.0,0.0
0001047469-12-000772,812074,8215,10-K,20120209,O-I GLASS INC,1988.0,183.0,0.0,0.0,0.0,0.0
0001047469-12-000940,765880,13125,10-K,20120214,HEALTHPEAK PROPERTIES INC,1224.0,19.0,0.0,0.0,0.0,0.0
0001047469-12-000943,1274057,160255,10-K,20120214,HOSPIRA INC,2335.0,117.0,0.0,0.0,0.0,0.0
0001047469-12-001065,1126328,145701,10-K,20120215,PRINCIPAL FINANCIAL GRP INC,2728.0,20.0,0.0,0.0,0.0,0.0
0001047469-12-001096,86312,62689,10-K,20120216,TRAVELERS COS INC,1995.0,119.0,0.0,0.0,0.0,0.0
0001047469-12-001135,1452575,180833,10-K,20120217,MEAD JOHNSON NUTRITION CO,1136.0,3.0,0.0,0.0,0.0,0.0
0001047469-12-001182,26172,3650,10-K,20120221,CUMMINS INC,1919.0,294.0,0.0,0.0,0.0,0.0
0001047469-12-001216,1800,1078,10-K,20120221,ABBOTT LABORATORIES,1501.0,0.0,0.0,0.0,0.0,0.0
0001047469-12-001250,899051,28349,10-K,20120222,ALLSTATE CORP,1710.0,207.0,0.0,0.0,0.0,0.0
0001047469-12-001276,1168054,150699,10-K,20120222,CIMAREX ENERGY CO,763.0,111.0,0.0,0.0,0.0,0.0
0001047469-12-001287,740260,110179,10-K,20120222,VENTAS INC,1395.0,55.0,0.0,0.0,0.0,0.0
0001047469-12-001293,816284,13599,10-K,20120222,CELGENE CORP,1887.0,20.0,0.0,0.0,0.0,0.0
0001047469-12-001294,1124198,4818,10-K,20120222,FLUOR CORP,1152.0,6.0,0.0,0.0,0.0,0.0
0001047469-12-001295,879169,29127,10-K,20120222,INCYTE CORP,584.0,4.0,0.0,0.0,0.0,0.0
0001047469-12-001298,875320,24344,10-K,20120222,VERTEX PHARMACEUTICALS INC,1664.0,811.0,0.0,0.0,0.0,0.0
0001047469-12-001369,5272,1487,10-K,20120223,AMERICAN INTERNATIONAL GROUP,3278.0,48.0,0.0,0.0,0.0,0.0
0001047469-12-001372,1004434,65886,10-K,20120223,AFFILIATED MANAGERS GRP INC,1816.0,313.0,0.0,0.0,0.0,0.0
0001047469-12-001373,813828,13714,10-K,20120223,VIACOMCBS INC,2805.0,413.0,0.0,0.0,0.0,0.0
0001047469-12-001379,1465112,12206,10-K,20120223,DIRECTV,1843.0,267.0,0.0,0.0,0.0,0.0
0001047469-12-001454,912242,29868,10-K,20120224,MACERICH CO,840.0,1401.0,0.0,0.0,0.0,0.0
0001047469-12-001474,820027,164708,10-K,20120224,AMERIPRISE FINANCIAL INC,2082.0,542.0,0.0,0.0,0.0,0.0
0001047469-12-001478,315293,3221,10-K,20120224,AON PLC,2195.0,3.0,0.0,0.0,0.0,0.0
0001047469-12-001617,1099800,133366,10-K,20120227,EDWARDS LIFESCIENCES CORP,1993.0,376.0,0.0,0.0,0.0,0.0
0001047469-12-001620,1324404,163946,10-K,20120227,CF INDUSTRIES HOLDINGS INC,1743.0,0.0,0.0,0.0,0.0,0.0
0001047469-12-001666,18926,2884,10-K,20120228,CENTURYLINK INC,1701.0,241.0,0.0,0.0,0.0,0.0
0001047469-12-001667,1063761,29389,10-K,20120228,SIMON PROPERTY GROUP INC,630.0,43.0,0.0,0.0,0.0,0.0
0001047469-12-001690,84839,9225,10-K,20120228,ROLLINS INC,1333.0,2.0,0.0,0.0,0.0,0.0
0001047469-12-001742,51143,6066,10-K,20120228,INTL BUSINESS MACHINES CORP,2438.0,2.0,0.0,0.0,0.0,0.0
0001047469-12-001751,858470,20548,10-K,20120228,CABOT OIL & GAS CORP,757.0,4.0,0.0,0.0,0.0,0.0
0001047469-12-001775,718877,180405,10-K,20120228,ACTIVISION BLIZZARD INC,1261.0,184.0,0.0,0.0,0.0,0.0
0001047469-12-001784,1040971,65290,10-K,20120228,SL GREEN REALTY CORP,925.0,10.0,0.0,0.0,0.0,0.0
0001047469-12-001785,1020569,62374,10-K,20120228,IRON MOUNTAIN INC,3263.0,18.0,0.0,0.0,0.0,0.0
0001047469-12-001824,789570,14418,10-K,20120229,MGM RESORTS INTERNATIONAL,1919.0,12.0,0.0,0.0,0.0,0.0
0001047469-12-001863,1004440,1995,10-K,20120229,CONSTELLATION ENERGY GRP INC,2207.0,15.0,0.0,0.0,0.0,0.0
0001047469-12-001877,352363,6768,10-K,20120229,KATE SPADE & CO,691.0,309.0,0.0,0.0,0.0,0.0
0001047469-12-001880,1289490,160479,10-K,20120229,EXTRA SPACE STORAGE INC,632.0,190.0,0.0,0.0,0.0,0.0
0001047469-12-001904,891103,26061,10-K,20120229,IAC/INTERACTIVECORP,3052.0,5.0,0.0,0.0,0.0,0.0
0001047469-12-001911,1496048,28119,10-K,20120229,BROOKFIELD PROPERTY REIT,1023.0,40.0,0.0,0.0,0.0,0.0
0001047469-12-002071,1037949,61489,10-K,20120302,QWEST COMMUNICATION INTL INC,604.0,0.0,0.0,0.0,0.0,0.0
0001047469-12-002275,1379895,25495,10-K,20120308,DYNEGY INC,1014.0,164.0,0.0,0.0,0.0,0.0
0001047469-12-002476,47217,5606,10-Q,20120312,HP INC,1549.0,6.0,0.0,0.0,0.0,0.0
0001047469-12-002714,27419,3813,10-K,20120315,TARGET CORP,985.0,73.0,0.0,0.0,0.0,0.0
0001047469-12-003084,29534,4016,10-K,20120322,DOLLAR GENERAL CORP,1409.0,140.0,0.0,0.0,0.0,0.0
0001047469-12-003143,28917,3964,10-K,20120322,DILLARDS INC  -CL A,565.0,0.0,0.0,0.0,0.0,0.0
0001051470-12-000007,1051470,113490,10-K,20120213,CROWN CASTLE INTL CORP,999.0,482.0,0.0,0.0,0.0,0.0
0001054833-12-000022,1054833,23877,10-K,20120228,COVENTRY HEALTH CARE INC,1981.0,89.0,0.0,0.0,0.0,0.0
0001056288-12-000004,1056288,66731,10-K,20120224,FEDERATED HERMES INC,1444.0,0.0,0.0,0.0,0.0,0.0
0001062047-12-000003,1062047,113419,10-K,20120223,CONVERGYS CORP,1899.0,275.0,0.0,0.0,0.0,0.0
0001064728-12-000020,1064728,142460,10-K,20120227,PEABODY ENERGY CORP,1416.0,494.0,0.0,0.0,0.0,0.0
0001065088-12-000006,1065088,114524,10-K,20120131,EBAY INC,1502.0,2.0,0.0,0.0,0.0,0.0
0001070412-12-000008,1070412,120093,10-K,20120210,CNX RESOURCES CORPORATION,1278.0,38.0,0.0,0.0,0.0,0.0
0001071739-12-000006,1071739,145552,10-K,20120221,CENTENE CORP,2544.0,1266.0,0.0,0.0,0.0,0.0
0001075531-12-000005,1075531,119314,10-K,20120227,BOOKING HOLDINGS INC,1327.0,178.0,0.0,0.0,0.0,0.0
0001091667-12-000026,1091667,126136,10-K,20120227,CHARTER COMMUNICATIONS INC,1653.0,701.0,0.0,0.0,0.0,0.0
0001094093-12-000046,1094093,2783,10-K,20120229,PROGRESS ENERGY INC,2306.0,80.0,0.0,0.0,0.0,0.0
0001095073-12-000013,1095073,61388,10-K,20120229,EVEREST RE GROUP LTD,1229.0,503.0,0.0,0.0,0.0,0.0
0001101215-12-000046,1101215,143974,10-K,20120227,ALLIANCE DATA SYSTEMS CORP,1831.0,731.0,0.0,0.0,0.0,0.0
0001104659-12-000340,886158,25338,10-Q,20120104,BED BATH & BEYOND INC,160.0,7.0,0.0,0.0,0.0,0.0
0001104659-12-001090,723254,3062,10-Q,20120109,CINTAS CORP,945.0,0.0,0.0,0.0,0.0,0.0
0001104659-12-005861,1137789,150937,10-Q,20120201,SEAGATE TECHNOLOGY PLC,1386.0,5.0,0.0,0.0,0.0,0.0
0001104659-12-006720,1001250,61567,10-Q,20120206,LAUDER (ESTEE) COS INC -CL A,1816.0,2.0,0.0,0.0,0.0,0.0
0001104659-12-007058,912093,29241,10-Q,20120207,VIAVI SOLUTIONS INC,1882.0,2.0,0.0,0.0,0.0,0.0
0001104659-12-007195,46765,5581,10-Q,20120207,HELMERICH & PAYNE,378.0,0.0,0.0,0.0,0.0,0.0
0001104659-12-010566,66740,7435,10-K,20120216,3M CO,2219.0,6.0,0.0,0.0,0.0,0.0
0001104659-12-010579,33213,4430,10-K,20120216,EQT CORP,976.0,137.0,0.0,0.0,0.0,0.0
0001104659-12-010850,64803,7241,10-K,20120217,CVS HEALTH CORP,1607.0,244.0,0.0,0.0,0.0,0.0
0001104659-12-011131,1035443,64821,10-K,20120221,ALEXANDRIA R E EQUITIES INC,774.0,530.0,0.0,0.0,0.0,0.0
0001104659-12-011331,18230,2817,10-K,20120221,CATERPILLAR INC,2748.0,212.0,0.0,0.0,0.0,0.0
0001104659-12-011588,9389,1988,10-K,20120222,BALL CORP,1909.0,109.0,0.0,0.0,0.0,0.0
0001104659-12-011853,1001082,60900,10-K,20120223,DISH NETWORK CORP,1099.0,12.0,0.0,0.0,0.0,0.0
0001104659-12-012301,764622,1075,10-K,20120224,PINNACLE WEST CAPITAL CORP,1723.0,1477.0,0.0,0.0,0.0,0.0
0001104659-12-012448,820313,14282,10-K,20120224,AMPHENOL CORP,1368.0,150.0,0.0,0.0,0.0,0.0
0001104659-12-013589,70318,7750,10-K,20120228,TENET HEALTHCARE CORP,1812.0,3.0,0.0,0.0,0.0,0.0
0001104659-12-014104,31462,4213,10-K,20120228,ECOLAB INC,2069.0,759.0,0.0,0.0,0.0,0.0
0001104659-12-014191,916863,11555,10-K,20120229,INTEGRYS HOLDING INC,2596.0,537.0,0.0,0.0,0.0,0.0
0001104659-12-014367,11199,2154,10-K,20120229,BEMIS CO INC,1567.0,0.0,0.0,0.0,0.0,0.0
0001104659-12-014383,61986,6994,10-K,20120229,MANITOWOC CO,2952.0,69.0,0.0,0.0,0.0,0.0
0001104659-12-014455,754737,9445,10-K,20120229,SCANA CORP,1187.0,7.0,0.0,0.0,0.0,0.0
0001104659-12-014573,865752,24316,10-K,20120229,MONSTER BEVERAGE CORP,879.0,18.0,0.0,0.0,0.0,0.0
0001104659-12-014623,1301063,162448,10-K,20120229,ALPHA NATURAL RESOURCES INC,2889.0,146.0,0.0,0.0,0.0,0.0
0001104659-12-014959,315189,3835,10-Q,20120301,DEERE & CO,1787.0,910.0,0.0,0.0,0.0,0.0
0001104659-12-015665,1090872,126554,10-Q,20120305,AGILENT TECHNOLOGIES INC,1158.0,0.0,0.0,0.0,0.0,0.0
0001104659-12-017006,48465,5709,10-Q,20120309,HORMEL FOODS CORP,918.0,0.0,0.0,0.0,0.0,0.0
0001104659-12-021358,56873,6502,10-K,20120327,KROGER CO,1861.0,72.0,0.0,0.0,0.0,0.0
0001110803-12-000041,1110803,138205,10-K,20120224,ILLUMINA INC,1070.0,252.0,0.0,0.0,0.0,0.0
0001122304-12-000045,1122304,1177,10-K,20120224,AETNA INC,1539.0,2.0,0.0,0.0,0.0,0.0
0001123360-12-000006,1123360,141913,10-Q,20120106,GLOBAL PAYMENTS INC,1084.0,0.0,0.0,0.0,0.0,0.0
0001130310-12-000011,1130310,5742,10-K,20120229,CENTERPOINT ENERGY INC,1243.0,7.0,0.0,0.0,0.0,0.0
0001135017-12-000009,1506307,6310,10-K,20120223,KINDER MORGAN INC,1153.0,5.0,0.0,0.0,0.0,0.0
0001136893-12-000017,1136893,165993,10-K,20120224,FIDELITY NATIONAL INFO SVCS,1686.0,34.0,0.0,0.0,0.0,0.0
0001137411-12-000013,1137411,144066,10-Q,20120119,ROCKWELL COLLINS,928.0,0.0,0.0,0.0,0.0,0.0
0001140361-12-005871,859014,26011,10-Q,20120207,COMPUWARE CORP,1009.0,0.0,0.0,0.0,0.0,0.0
0001140361-12-006454,72207,7912,10-K,20120209,NOBLE ENERGY INC,1077.0,37.0,0.0,0.0,0.0,0.0
0001140361-12-007480,726728,30822,10-K,20120213,REALTY INCOME CORP,755.0,1.0,0.0,0.0,0.0,0.0
0001140361-12-010483,1108827,154357,10-K,20120224,QEP RESOURCES INC,1040.0,11.0,0.0,0.0,0.0,0.0
0001140361-12-010717,72903,7977,10-K,20120224,XCEL ENERGY INC,1171.0,15.0,0.0,0.0,0.0,0.0
0001140361-12-010939,920522,30293,10-K,20120227,ESSEX PROPERTY TRUST,619.0,2.0,0.0,0.0,0.0,0.0
0001140361-12-011856,876437,24379,10-K,20120229,MGIC INVESTMENT CORP/WI,1424.0,229.0,0.0,0.0,0.0,0.0
0001141391-12-000003,1141391,160225,10-K,20120216,MASTERCARD INC,1781.0,41.0,0.0,0.0,0.0,0.0
